,Name,Price,Rating
645,Vogue Colors A to Z: A Fashion Coloring Book,52.35,Four
646,The Shining (The Shining #1),27.88,Three
647,The Pilgrim's Progress,50.26,Two
648,The Perfect Play (Play by Play #1),59.99,Three
649,The Passion of Dolssa,28.32,Five
650,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Three
651,The Hunger Games (The Hunger Games #1),29.85,Five
652,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,Two
653,The Gunning of America: Business and the Making of American Gun Culture,16.81,Four
654,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Two
655,The Demonists (Demonist #1),52.11,Two
656,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,Two
657,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Three
658,The Beast (Black Dagger Brotherhood #14),46.08,Five
659,Some Women,13.73,Five
660,Shopaholic Ties the Knot (Shopaholic #3),48.39,Five
661,Paper and Fire (The Great Library #2),49.45,Five
662,Outlander (Outlander #1),19.67,Five
663,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Three
664,No One Here Gets Out Alive,20.02,Five
665,Night Shift (Night Shift #1-20),12.75,Four
666,Needful Things,47.51,Four
667,Mockingjay (The Hunger Games #3),20.44,Four
668,Misery,34.79,Two
669,Little Women (Little Women #1),28.07,Four
670,It,25.01,Three
671,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,Three
672,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,Four
673,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Four
674,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Five
675,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,One
676,Gone with the Wind,32.49,Three
677,God Is Not Great: How Religion Poisons Everything,27.80,One
678,Girl With a Pearl Earring,26.77,One
679,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,Four
680,Far From True (Promise Falls Trilogy #2),34.93,Two
681,Dark Lover (Black Dagger Brotherhood #1),12.87,One
682,Confessions of a Shopaholic (Shopaholic #1),48.94,Two
683,Changing the Game (Play by Play #2),13.38,Three
684,Candide,58.63,Three
685,Can You Keep a Secret?,21.94,One
686,Atlas Shrugged,26.58,Five
687,Animal Farm,57.22,Three
688,A Walk to Remember,56.43,One
689,A New Earth: Awakening to Your Life's Purpose,55.65,Five
690,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,One
691,'Salem's Lot,49.56,Four
692,Zero History (Blue Ant #3),34.77,One
693,Wuthering Heights,17.73,Three
694,World War Z: An Oral History of the Zombie War,21.80,One
695,Wild: From Lost to Found on the Pacific Crest Trail,46.02,Three
696,"Where'd You Go, Bernadette",18.13,One
697,When You Are Engulfed in Flames,30.89,Five
698,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Three
699,We Are All Completely Beside Ourselves,24.04,One
700,Walk the Edge (Thunder Road #2),32.36,Three
701,Voyager (Outlander #3),21.07,Five
702,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Three
703,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Two
704,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,One
705,Under the Banner of Heaven: A Story of Violent Faith,30.00,One
706,Two Boys Kissing,32.74,Two
707,Twilight (Twilight #1),41.93,Two
708,Twenties Girl,42.80,Two
709,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,One
710,Three-Martini Lunch,23.21,Three
711,"Thinking, Fast and Slow",21.14,One
712,The Wild Robot,56.07,Three
713,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,Three
714,The Undomestic Goddess,45.75,Four
715,The Travelers,15.77,One
716,The Tipping Point: How Little Things Can Make a Big Difference,10.02,Two
717,The Thing About Jellyfish,48.77,One
718,The Stand,57.86,Two
719,The Smitten Kitchen Cookbook,23.59,One
720,The Silkworm (Cormoran Strike #2),23.05,Five
721,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,Five
722,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Four
723,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,One
724,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Three
725,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,One
726,The Rest Is Noise: Listening to the Twentieth Century,34.77,One
727,The Red Tent,35.66,Five
728,The Purpose Driven Life: What on Earth Am I Here for?,37.19,Three
729,The Purest Hook (Second Circle Tattoos #3),12.25,One
730,The Picture of Dorian Gray,29.70,Two
731,The Paris Wife,36.80,Three
732,The Obsession,45.43,One
733,The Nightingale,26.26,Four
734,The New Guy (and Other Senior Year Distractions),44.92,Three
735,The Nanny Diaries (Nanny #1),52.53,Five
736,The Name of God is Mercy,37.25,Two
737,The Maze Runner (The Maze Runner #1),20.93,One
738,The Lover's Dictionary,58.09,Two
739,The Lonely Ones,43.59,Five
740,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Three
741,The Last Painting of Sara de Vos,55.55,Two
742,"The Land of 10,000 Madonnas",29.64,Four
743,The Infinities,27.41,One
744,The Husband's Secret,52.51,Five
745,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,Three
746,The Guns of August,14.54,Two
747,The Guernsey Literary and Potato Peel Pie Society,49.53,One
748,The Goldfinch,43.58,Three
749,The Giver (The Giver Quartet #1),12.30,One
750,The Girl with All the Gifts,49.47,Three
751,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Two
752,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,One
753,The Exiled,43.45,Three
754,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Four
755,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Four
756,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Five
757,The Devil Wears Prada (The Devil Wears Prada #1),44.29,One
758,The Demon-Haunted World: Science as a Candle in the Dark,52.25,Four
759,The Day the Crayons Came Home (Crayons),26.33,Five
760,The Da Vinci Code (Robert Langdon #2),22.96,Two
761,The Cuckoo's Calling (Cormoran Strike #1),19.21,One
762,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,Four
763,The Complete Poems,41.32,Five
764,The Catcher in the Rye,24.55,One
765,The Cat in the Hat (Beginner Books B-1),16.26,Two
766,The Case for Christ (Cases for Christianity),47.84,One
767,The Book Thief,53.49,Two
768,The Book of Basketball: The NBA According to The Sports Guy,44.84,Five
769,The Blind Side: Evolution of a Game,53.71,Five
770,The Autobiography of Malcolm X,23.43,Two
771,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Three
772,The Art of Fielding,22.10,One
773,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Two
774,Stiff: The Curious Lives of Human Cadavers,36.74,Three
775,Spilled Milk: Based on a True Story,49.51,One
776,Something Borrowed (Darcy & Rachel #1),48.96,Five
777,Something Blue (Darcy & Rachel #2),54.62,One
778,Soldier (Talon #3),24.72,Two
779,Shopaholic & Baby (Shopaholic #5),46.45,Two
780,Seven Days in the Art World,52.33,Two
781,Seven Brief Lessons on Physics,30.60,Four
782,Scarlet (The Lunar Chronicles #2),14.57,Four
783,Sarah's Key,46.29,One
784,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,Five
785,Running with Scissors,12.91,Four
786,Rogue Lawyer (Rogue Lawyer #1),50.11,Three
787,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Four
788,Rework,44.88,Two
789,Reservations for Two,11.10,Three
790,Red: The True Story of Red Riding Hood,28.54,Three
791,Ready Player One,19.07,Four
792,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,One
793,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,Three
794,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,One
795,Packing for Mars: The Curious Science of Life in the Void,56.68,Two
796,Outliers: The Story of Success,14.16,One
797,Original Fake,31.45,Three
798,Orange Is the New Black,24.61,Two
799,One for the Money (Stephanie Plum #1),32.87,Two
800,Notes from a Small Island (Notes From a Small Island #1),40.17,One
801,Night (The Night Trilogy #1),13.51,One
802,Neither Here nor There: Travels in Europe,38.95,Three
803,Naked,31.69,Three
804,Morning Star (Red Rising #3),29.40,One
805,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,One
806,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Two
807,Me Talk Pretty One Day,57.60,Two
808,Manuscript Found in Accra,34.98,Two
809,Lust & Wonder,11.87,Two
810,Lila (Gilead #3),12.47,Three
811,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Two
812,Life Without a Recipe,59.04,Five
813,Life After Life,26.13,Two
814,Letter to a Christian Nation,22.20,One
815,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,One
816,Legend (Legend #1),43.69,Four
817,"Lean In: Women, Work, and the Will to Lead",25.02,One
818,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,Five
819,Lady Renegades (Rebel Belle #3),53.04,Five
820,Jurassic Park (Jurassic Park #1),44.97,One
821,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,One
822,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Three
823,Into the Wild,56.70,Five
824,Inferno (Robert Langdon #4),41.00,Five
825,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Three
826,If I Run (If I Run #1),49.97,Four
827,I've Got Your Number,19.69,One
828,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Two
829,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Three
830,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,Two
831,House of Leaves,54.89,One
832,Horrible Bear!,37.52,Two
833,Holidays on Ice,51.07,Two
834,Heir to the Sky,44.07,Four
835,Green Eggs and Ham (Beginner Books B-16),10.79,Four
836,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,One
837,Gratitude,26.66,Five
838,Gone Girl,37.60,Five
839,Golden (Heart of Dread #3),42.21,Four
840,Girl in the Blue Coat,46.83,Two
841,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,Two
842,"Friday Night Lights: A Town, a Team, and a Dream",51.22,Three
843,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Four
844,Fifty Shades Freed (Fifty Shades #3),15.36,Five
845,Fellside,38.62,One
846,Extreme Prey (Lucas Davenport #26),25.40,Three
847,Eragon (The Inheritance Cycle #1),43.87,Three
848,Eclipse (Twilight #3),18.74,One
849,Dune (Dune #1),54.86,One
850,Dracula,52.62,Three
851,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,One
852,Disrupted: My Misadventure in the Start-Up Bubble,15.28,Five
853,Dead Wake: The Last Crossing of the Lusitania,39.24,Five
854,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,One
855,Darkfever (Fever #1),56.02,One
856,Dark Places,23.90,Five
857,Crazy Rich Asians (Crazy Rich Asians #1),49.13,Five
858,Counting Thyme,10.62,One
859,Cosmos,36.17,Two
860,Civilization and Its Discontents,59.95,Two
861,Cinder (The Lunar Chronicles #1),26.09,One
862,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Two
863,Career of Evil (Cormoran Strike #3),24.72,Two
864,Breaking Dawn (Twilight #4),35.28,Five
865,Brave Enough,51.32,Five
866,Boy Meets Boy,21.12,Three
867,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Two
868,Blink: The Power of Thinking Without Thinking,21.74,Five
869,Black Flags: The Rise of ISIS,40.87,One
870,"Black Butler, Vol. 1 (Black Butler #1)",49.31,One
871,Big Little Lies,22.11,One
872,Between Shades of Gray,20.79,Five
873,Best of My Love (Fool's Gold #20),27.41,Two
874,Beowulf,38.35,Two
875,Beautiful Creatures (Caster Chronicles #1),21.55,Five
876,Awkward,38.02,Two
877,Ash,22.06,Four
878,Are We There Yet?,10.66,Three
879,Are We Smart Enough to Know How Smart Animals Are?,56.58,One
880,Annie on My Mind,36.83,Five
881,And Then There Were None,35.01,Two
882,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Four
883,A Visit from the Goon Squad,14.08,Five
884,A Storm of Swords (A Song of Ice and Fire #3),31.22,Two
885,A Heartbreaking Work of Staggering Genius,54.29,Five
886,8 Keys to Mental Health Through Exercise,31.04,One
887,#GIRLBOSS,50.96,One
888,"The Suffragettes (Little Black Classics, #96)",11.89,Two
889,The Sense of an Ending,31.38,Three
890,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,One
891,The Course of Love,16.78,Three
892,Sugar Rush (Offensive Line #2),24.42,One
893,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,Three
894,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,One
895,New Moon (Twilight #2),12.86,Four
896,Life,31.58,Five
897,Kindle Paperwhite User's Guide,34.00,Three
898,H is for Hawk,57.42,Five
899,Girl Online On Tour (Girl Online #2),53.47,One
900,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,Five
901,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,Four
902,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,Four
903,While You Were Mine,41.32,Five
904,Where Lightning Strikes (Bleeding Stars #3),39.77,Three
905,When I'm Gone,51.96,Three
906,Ways of Seeing,39.51,Five
907,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,One
908,Vampire Girl (Vampire Girl #1),53.82,Two
909,Twenty Love Poems and a Song of Despair,30.95,Four
910,Travels with Charley: In Search of America,57.82,Five
911,Three Wishes (River of Time: California #1),44.18,Two
912,This One Moment (Pushing Limits #1),48.71,One
913,The Zombie Room,19.69,Five
914,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,Two
915,The Tumor,41.56,Five
916,The Story of Hong Gildong,43.19,Four
917,The Silent Wife,12.34,Five
918,The Silent Twin (Detective Jennifer Knight #3),36.25,Three
919,The Selfish Gene,29.45,One
920,The Secret Healer,34.56,Three
921,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,Three
922,The Republic,33.78,Three
923,The Odyssey,29.64,Three
924,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,Four
925,The Nicomachean Ethics,36.34,One
926,The Name of the Wind (The Kingkiller Chronicle #1),50.59,Three
927,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,One
928,The Little Prince,45.42,Two
929,The Light of the Fireflies,54.43,One
930,The Last Girl (The Dominion Trilogy #1),36.26,Two
931,The Iliad,16.16,One
932,The Hook Up (Game On #1),36.29,Five
933,The Haters,27.89,Five
934,The Girl You Lost,12.29,Five
935,The Girl In The Ice (DCI Erika Foster #1),15.85,Three
936,The End of the Jesus Era (An Investigation #1),14.40,One
937,The Edge of Reason (Bridget Jones #2),19.18,Four
938,The Complete Maus (Maus #1-2),10.64,Three
939,The Communist Manifesto,14.76,Three
940,The Bhagavad Gita,57.49,Three
941,The Bette Davis Club,30.66,Three
942,The Art of Not Breathing,40.83,Four
943,Taking Shots (Assassins #1),18.88,Two
944,Starlark,25.83,Three
945,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,Three
946,Sister Sable (The Mad Queen #1),13.33,Three
947,Shatter Me (Shatter Me #1),42.40,One
948,Shameless,58.35,Three
949,Shadow Rites (Jane Yellowrock #10),21.72,Four
950,Settling the Score (The Summer Games #1),44.91,Two
951,Sense and Sensibility,37.46,One
952,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,One
953,"Rhythm, Chord & Malykhin",28.34,Two
954,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,Five
955,Paradise Lost (Paradise #1),24.96,One
956,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,Four
957,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,Three
958,Origins (Alphas 0.5),28.99,One
959,One Second (Seven #7),52.94,Two
960,On the Road (Duluoz Legend),32.36,Three
961,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two
962,Off Sides (Off #1),39.45,Five
963,Of Mice and Men,47.11,Two
964,Myriad (Prentor #1),58.75,Four
965,My Perfect Mistake (Over the Top #1),38.92,Two
966,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,Four
967,Meditations,25.89,Two
968,Matilda,28.34,One
969,Lost Among the Living,27.70,Four
970,Lord of the Flies,24.89,Three
971,Listen to Me (Fusion #1),58.99,Three
972,Kitchens of the Great Midwest,57.20,Five
973,Jane Eyre,38.43,Five
974,Imperfect Harmony,34.74,Four
975,Icing (Aces Hockey #2),40.44,Four
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,Three
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four
978,"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,Four
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,Five
980,Frankenstein,38.00,Two
981,Forever Rockers (The Rocker #12),28.80,Three
982,Fighting Fate (Fighting #6),39.24,Three
983,Emma,32.93,Two
984,"Eat, Pray, Love",51.32,Three
985,Deep Under (Walker Security #1),47.09,Five
986,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Four
987,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,Three
988,Charity's Cross (Charles Towne Belles #4),41.24,One
989,Bright Lines,39.07,Five
990,Bridget Jones's Diary (Bridget Jones #1),29.82,One
991,Bounty (Colorado Mountain #7),37.26,Four
992,Blood Defense (Samantha Brinkman #1),20.30,Three
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,Five
994,Beyond Good and Evil,43.38,One
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,One
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,Four
997,A Spy's Devotion (The Regency Spies of London #1),16.97,Five
998,1st to Die (Women's Murder Club #1),53.98,One
999,"1,000 Places to See Before You Die",26.08,Five
